[ 2025-09-05 19:54:49,439 ] 17 root - INFO - Intiate the data ingestion
[ 2025-09-05 19:55:00,713 ] 67 root - INFO - performed train test split on the dataframe
[ 2025-09-05 19:55:00,713 ] 69 root - INFO - Exited split_data_as_train_test method of Data_ingestion class
[ 2025-09-05 19:55:00,713 ] 78 root - INFO - Exporting train and test file path.
[ 2025-09-05 19:55:00,742 ] 84 root - INFO - Exported train and test file path.
[ 2025-09-05 19:55:00,759 ] 20 root - INFO - Data Ingestion Completed
[ 2025-09-05 19:55:00,763 ] 24 root - INFO - Intiate the data validation
[ 2025-09-05 19:55:00,777 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 19:55:00,778 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 19:55:00,778 ] 84 root - ERROR - Train dataframe does not contain all columns.

[ 2025-09-05 19:55:00,778 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 19:55:00,778 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 19:55:00,778 ] 88 root - ERROR - Test dataframe does not contain all columns.

[ 2025-09-05 19:55:00,871 ] 26 root - INFO - Data Validation Completed
[ 2025-09-05 19:55:00,871 ] 31 root - INFO - Intiate the data transformation
[ 2025-09-05 19:55:00,871 ] 62 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-09-05 19:55:00,871 ] 65 root - INFO - Starting data transformation
[ 2025-09-05 19:55:00,887 ] 48 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[ 2025-09-05 19:55:00,887 ] 52 root - INFO - Imputer object created with parameters: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-09-05 19:55:00,894 ] 55 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-05 19:55:00,894 ] 64 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-05 19:55:00,894 ] 55 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-05 19:55:00,898 ] 64 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-05 19:55:00,899 ] 34 root - INFO - Data Transformation Completed
[ 2025-09-05 19:55:00,899 ] 36 root - INFO - Model Training Started
[ 2025-09-05 19:55:59,401 ] 55 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-05 19:55:59,418 ] 64 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-05 19:55:59,418 ] 55 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-05 19:55:59,434 ] 64 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-05 19:55:59,434 ] 119 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\09_05_2025_19_54_48\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9907379134860052, precision_score=0.9884240454914703, recall_score=0.9930626402774944), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9762845849802371, precision_score=0.9693877551020408, recall_score=0.98328025477707))
[ 2025-09-05 19:55:59,435 ] 41 root - INFO - Model Training Artifact created 
