[ 2025-09-05 19:50:20,842 ] 17 root - INFO - Intiate the data ingestion
[ 2025-09-05 19:50:32,541 ] 67 root - INFO - performed train test split on the dataframe
[ 2025-09-05 19:50:32,541 ] 69 root - INFO - Exited split_data_as_train_test method of Data_ingestion class
[ 2025-09-05 19:50:32,541 ] 78 root - INFO - Exporting train and test file path.
[ 2025-09-05 19:50:32,577 ] 84 root - INFO - Exported train and test file path.
[ 2025-09-05 19:50:32,586 ] 20 root - INFO - Data Ingestion Completed
[ 2025-09-05 19:50:32,588 ] 24 root - INFO - Intiate the data validation
[ 2025-09-05 19:50:32,603 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 19:50:32,605 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 19:50:32,605 ] 84 root - ERROR - Train dataframe does not contain all columns.

[ 2025-09-05 19:50:32,605 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 19:50:32,605 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 19:50:32,605 ] 88 root - ERROR - Test dataframe does not contain all columns.

[ 2025-09-05 19:50:32,710 ] 26 root - INFO - Data Validation Completed
[ 2025-09-05 19:50:32,710 ] 31 root - INFO - Intiate the data transformation
[ 2025-09-05 19:50:32,710 ] 62 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-09-05 19:50:32,710 ] 65 root - INFO - Starting data transformation
[ 2025-09-05 19:50:32,725 ] 48 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[ 2025-09-05 19:50:32,725 ] 52 root - INFO - Imputer object created with parameters: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-09-05 19:50:32,730 ] 55 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-05 19:50:32,730 ] 64 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-05 19:50:32,730 ] 55 root - INFO - Entered the save_object method of MainUtils class
[ 2025-09-05 19:50:32,737 ] 64 root - INFO - Exited the save_object method of MainUtils class
[ 2025-09-05 19:50:32,737 ] 34 root - INFO - Data Transformation Completed
[ 2025-09-05 19:50:32,738 ] 36 root - INFO - Model Training Started
