[ 2025-08-20 13:05:11,090 ] 15 root - INFO - Intiate the data ingestion
[ 2025-08-20 13:05:23,350 ] 67 root - INFO - performed train test split on the dataframe
[ 2025-08-20 13:05:23,350 ] 69 root - INFO - Exited split_data_as_train_test method of Data_ingestion class
[ 2025-08-20 13:05:23,350 ] 77 root - INFO - Exporting train and test file path.
[ 2025-08-20 13:05:23,376 ] 83 root - INFO - Exported train and test file path.
[ 2025-08-20 13:05:23,376 ] 18 root - INFO - Data Ingestion Completed
[ 2025-08-20 13:05:23,376 ] 21 root - INFO - Intiate the data validation
[ 2025-08-20 13:05:23,404 ] 32 root - INFO - Required number of columns: 2
[ 2025-08-20 13:05:23,405 ] 33 root - INFO - Data frame has columns: 31
[ 2025-08-20 13:05:23,405 ] 83 root - ERROR - Train dataframe does not contain all columns.

[ 2025-08-20 13:05:23,405 ] 32 root - INFO - Required number of columns: 2
[ 2025-08-20 13:05:23,405 ] 33 root - INFO - Data frame has columns: 31
[ 2025-08-20 13:05:23,405 ] 87 root - ERROR - Test dataframe does not contain all columns.

[ 2025-08-20 13:05:23,500 ] 23 root - INFO - Data Validation Completed
[ 2025-08-20 13:05:23,500 ] 27 root - INFO - Intiate the data transformation
[ 2025-08-20 13:05:23,500 ] 62 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-08-20 13:05:23,500 ] 65 root - INFO - Starting data transformation
[ 2025-08-20 13:05:23,517 ] 48 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[ 2025-08-20 13:05:23,517 ] 52 root - INFO - Imputer object created with parameters: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-08-20 13:05:23,522 ] 46 root - INFO - Entered the save_object method of Mainutils class
[ 2025-08-20 13:05:23,528 ] 50 root - INFO - Exited the save_object method of  Mainutils
[ 2025-08-20 13:05:23,528 ] 46 root - INFO - Entered the save_object method of Mainutils class
[ 2025-08-20 13:05:23,530 ] 50 root - INFO - Exited the save_object method of  Mainutils
[ 2025-08-20 13:05:23,531 ] 30 root - INFO - Data Transformation Completed
