[ 2025-09-05 16:50:57,847 ] 17 root - INFO - Intiate the data ingestion
[ 2025-09-05 16:51:08,895 ] 67 root - INFO - performed train test split on the dataframe
[ 2025-09-05 16:51:08,895 ] 69 root - INFO - Exited split_data_as_train_test method of Data_ingestion class
[ 2025-09-05 16:51:08,895 ] 78 root - INFO - Exporting train and test file path.
[ 2025-09-05 16:51:08,929 ] 84 root - INFO - Exported train and test file path.
[ 2025-09-05 16:51:08,929 ] 20 root - INFO - Data Ingestion Completed
[ 2025-09-05 16:51:08,943 ] 24 root - INFO - Intiate the data validation
[ 2025-09-05 16:51:08,943 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 16:51:08,960 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 16:51:08,960 ] 84 root - ERROR - Train dataframe does not contain all columns.

[ 2025-09-05 16:51:08,960 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 16:51:08,960 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 16:51:08,960 ] 88 root - ERROR - Test dataframe does not contain all columns.

[ 2025-09-05 16:51:09,051 ] 26 root - INFO - Data Validation Completed
[ 2025-09-05 16:51:09,067 ] 31 root - INFO - Intiate the data transformation
[ 2025-09-05 16:51:09,067 ] 62 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-09-05 16:51:09,067 ] 65 root - INFO - Starting data transformation
[ 2025-09-05 16:51:09,082 ] 48 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[ 2025-09-05 16:51:09,083 ] 52 root - INFO - Imputer object created with parameters: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-09-05 16:51:09,090 ] 50 root - INFO - Entered the save_object method of Mainutils class
[ 2025-09-05 16:51:09,090 ] 54 root - INFO - Exited the save_object method of  Mainutils
[ 2025-09-05 16:51:09,090 ] 50 root - INFO - Entered the save_object method of Mainutils class
[ 2025-09-05 16:51:09,095 ] 54 root - INFO - Exited the save_object method of  Mainutils
[ 2025-09-05 16:51:09,096 ] 34 root - INFO - Data Transformation Completed
[ 2025-09-05 16:51:09,096 ] 36 root - INFO - Model Training Started
[ 2025-09-05 16:52:01,720 ] 50 root - INFO - Entered the save_object method of Mainutils class
[ 2025-09-05 16:52:01,727 ] 54 root - INFO - Exited the save_object method of  Mainutils
[ 2025-09-05 16:52:01,727 ] 50 root - INFO - Entered the save_object method of Mainutils class
