[ 2025-09-05 16:38:26,915 ] 17 root - INFO - Intiate the data ingestion
[ 2025-09-05 16:38:38,993 ] 67 root - INFO - performed train test split on the dataframe
[ 2025-09-05 16:38:38,993 ] 69 root - INFO - Exited split_data_as_train_test method of Data_ingestion class
[ 2025-09-05 16:38:38,993 ] 78 root - INFO - Exporting train and test file path.
[ 2025-09-05 16:38:39,027 ] 84 root - INFO - Exported train and test file path.
[ 2025-09-05 16:38:39,027 ] 20 root - INFO - Data Ingestion Completed
[ 2025-09-05 16:38:39,036 ] 24 root - INFO - Intiate the data validation
[ 2025-09-05 16:38:39,036 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 16:38:39,051 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 16:38:39,051 ] 84 root - ERROR - Train dataframe does not contain all columns.

[ 2025-09-05 16:38:39,051 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 16:38:39,051 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 16:38:39,051 ] 88 root - ERROR - Test dataframe does not contain all columns.

[ 2025-09-05 16:38:39,132 ] 26 root - INFO - Data Validation Completed
[ 2025-09-05 16:38:39,132 ] 31 root - INFO - Intiate the data transformation
[ 2025-09-05 16:38:39,132 ] 62 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-09-05 16:38:39,132 ] 65 root - INFO - Starting data transformation
[ 2025-09-05 16:38:39,147 ] 48 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[ 2025-09-05 16:38:39,147 ] 52 root - INFO - Imputer object created with parameters: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-09-05 16:38:39,170 ] 50 root - INFO - Entered the save_object method of Mainutils class
[ 2025-09-05 16:38:39,172 ] 54 root - INFO - Exited the save_object method of  Mainutils
[ 2025-09-05 16:38:39,172 ] 50 root - INFO - Entered the save_object method of Mainutils class
[ 2025-09-05 16:38:39,173 ] 54 root - INFO - Exited the save_object method of  Mainutils
[ 2025-09-05 16:38:39,175 ] 34 root - INFO - Data Transformation Completed
[ 2025-09-05 16:38:39,175 ] 36 root - INFO - Model Training Started
