[ 2025-09-05 16:24:02,689 ] 17 root - INFO - Intiate the data ingestion
[ 2025-09-05 16:24:17,007 ] 67 root - INFO - performed train test split on the dataframe
[ 2025-09-05 16:24:17,008 ] 69 root - INFO - Exited split_data_as_train_test method of Data_ingestion class
[ 2025-09-05 16:24:17,008 ] 78 root - INFO - Exporting train and test file path.
[ 2025-09-05 16:24:17,033 ] 84 root - INFO - Exported train and test file path.
[ 2025-09-05 16:24:17,033 ] 20 root - INFO - Data Ingestion Completed
[ 2025-09-05 16:24:17,044 ] 24 root - INFO - Intiate the data validation
[ 2025-09-05 16:24:17,059 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 16:24:17,059 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 16:24:17,063 ] 84 root - ERROR - Train dataframe does not contain all columns.

[ 2025-09-05 16:24:17,063 ] 32 root - INFO - Required number of columns: 2
[ 2025-09-05 16:24:17,063 ] 33 root - INFO - Data frame has columns: 31
[ 2025-09-05 16:24:17,063 ] 88 root - ERROR - Test dataframe does not contain all columns.

[ 2025-09-05 16:24:17,150 ] 26 root - INFO - Data Validation Completed
[ 2025-09-05 16:24:17,150 ] 31 root - INFO - Intiate the data transformation
[ 2025-09-05 16:24:17,150 ] 62 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-09-05 16:24:17,150 ] 65 root - INFO - Starting data transformation
[ 2025-09-05 16:24:17,157 ] 48 root - INFO - Entered get_data_transformer_object method of DataTransformation class
[ 2025-09-05 16:24:17,157 ] 52 root - INFO - Imputer object created with parameters: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-09-05 16:24:17,179 ] 50 root - INFO - Entered the save_object method of Mainutils class
[ 2025-09-05 16:24:17,181 ] 54 root - INFO - Exited the save_object method of  Mainutils
[ 2025-09-05 16:24:17,181 ] 50 root - INFO - Entered the save_object method of Mainutils class
[ 2025-09-05 16:24:17,182 ] 54 root - INFO - Exited the save_object method of  Mainutils
[ 2025-09-05 16:24:17,182 ] 34 root - INFO - Data Transformation Completed
[ 2025-09-05 16:24:17,182 ] 36 root - INFO - Model Training Started
